TRINITY_DN0_c0_g1	AT5G58270.1
TRINITY_DN18050_c0_g1	AT3G54510.4
TRINITY_DN18053_c0_g1	AT3G19450.1
TRINITY_DN1806_c0_g1	AT1G55150.1
TRINITY_DN18065_c0_g1	AT4G39920.1
TRINITY_DN18067_c0_g1	AT1G72210.1
TRINITY_DN18072_c0_g1	AT5G02830.1
TRINITY_DN18073_c0_g2	AT1G48720.1
TRINITY_DN18074_c0_g1	AT3G12770.1
TRINITY_DN18078_c0_g1	AT1G55630.1
TRINITY_DN18079_c0_g2	AT1G72100.1
TRINITY_DN18086_c0_g1	AT1G43710.1
TRINITY_DN1809_c0_g1	AT2G23940.3
TRINITY_DN18090_c1_g1	AT3G42170.2
TRINITY_DN181_c0_g1	AT5G34850.1
TRINITY_DN1810_c0_g1	AT1G64040.1
TRINITY_DN1810_c0_g2	AT5G27260.1
TRINITY_DN18101_c0_g1	AT5G44370.1
TRINITY_DN18108_c0_g1	AT1G68320.1
TRINITY_DN18117_c0_g1	AT5G17250.1
TRINITY_DN18118_c0_g1	AT1G07640.1
TRINITY_DN18121_c1_g1	AT5G46640.1
TRINITY_DN18126_c0_g1	AT2G43940.1
TRINITY_DN18128_c1_g1	AT4G12690.2
TRINITY_DN1813_c0_g1	AT4G16765.6
TRINITY_DN1814_c0_g1	AT4G33800.2
TRINITY_DN18143_c0_g1	AT3G07870.1
TRINITY_DN18145_c0_g1	AT3G19820.3
TRINITY_DN18146_c0_g1	AT4G34030.1
TRINITY_DN1815_c0_g1	AT2G39940.1
TRINITY_DN18157_c0_g1	AT5G22510.2
TRINITY_DN1816_c1_g2	AT5G42850.2
TRINITY_DN18161_c0_g1	AT5G55950.1
TRINITY_DN18162_c0_g2	AT3G48260.1
TRINITY_DN18162_c0_g3	AT3G48260.1
TRINITY_DN18167_c0_g1	AT3G18490.1
TRINITY_DN18168_c0_g1	AT3G26410.1
TRINITY_DN1817_c0_g1	AT4G24750.1
TRINITY_DN18173_c0_g1	AT5G56090.1
TRINITY_DN18175_c3_g1	AT3G11130.1
TRINITY_DN18182_c0_g2	AT5G12380.1
TRINITY_DN18185_c0_g2	AT5G14180.5
TRINITY_DN18195_c0_g1	AT5G62750.1
TRINITY_DN182_c0_g1	AT1G68920.3
TRINITY_DN18202_c0_g4	AT3G15580.1
TRINITY_DN18204_c0_g1	AT1G25570.1
TRINITY_DN1821_c0_g1	AT1G67960.1
TRINITY_DN1821_c1_g2	AT3G17020.1
TRINITY_DN18210_c0_g1	AT1G74260.1
TRINITY_DN18211_c0_g2	AT3G49190.1
TRINITY_DN18213_c0_g2	AT4G27190.1
TRINITY_DN18219_c2_g1	AT4G20110.1
TRINITY_DN1822_c0_g1	AT3G17430.2
TRINITY_DN18220_c0_g4	AT2G15220.1
TRINITY_DN18220_c1_g2	AT2G15220.1
TRINITY_DN18221_c0_g1	AT1G13570.3
TRINITY_DN18228_c0_g1	AT3G55740.1
TRINITY_DN1823_c0_g1	AT5G54130.2
TRINITY_DN18231_c0_g1	AT4G23160.3
TRINITY_DN18240_c0_g2	AT3G08510.4
TRINITY_DN18242_c0_g1	AT4G11400.2
TRINITY_DN18245_c0_g1	AT1G61150.11
TRINITY_DN18249_c0_g2	AT2G05310.2
TRINITY_DN1825_c0_g1	AT3G54790.3
TRINITY_DN18252_c0_g1	AT1G10740.4
TRINITY_DN18256_c0_g1	AT4G37370.1
TRINITY_DN1826_c0_g1	AT3G07950.1
TRINITY_DN18260_c0_g1	AT5G19260.1
TRINITY_DN18264_c0_g1	AT4G01310.1
TRINITY_DN18268_c0_g1	AT4G02725.1
TRINITY_DN18273_c0_g1	AT4G18470.1
TRINITY_DN18276_c0_g1	AT1G56130.3
TRINITY_DN18277_c0_g1	AT3G20730.1
TRINITY_DN1828_c0_g1	AT3G62250.1
TRINITY_DN1828_c0_g2	AT3G62250.1
TRINITY_DN18282_c0_g1	AT5G06460.1
TRINITY_DN18283_c0_g2	AT1G14840.2
TRINITY_DN1829_c0_g1	AT2G36810.2
TRINITY_DN18290_c0_g1	AT3G12203.2
TRINITY_DN18295_c1_g1	AT1G65810.1
TRINITY_DN18295_c1_g2	AT4G05540.1
TRINITY_DN18296_c0_g1	AT4G19020.1
TRINITY_DN18297_c0_g1	AT2G47520.1
TRINITY_DN183_c0_g1	AT5G07980.2
TRINITY_DN1830_c0_g1	AT2G47470.3
TRINITY_DN18309_c0_g2	AT5G53110.1
TRINITY_DN1831_c0_g1	AT2G18030.1
TRINITY_DN18311_c0_g1	AT3G15620.2
TRINITY_DN18313_c0_g1	AT5G11510.4
TRINITY_DN18314_c0_g1	AT5G27550.2
TRINITY_DN18316_c0_g1	AT4G04980.3
TRINITY_DN18318_c0_g1	AT2G33570.1
TRINITY_DN1832_c0_g1	AT5G38880.1
TRINITY_DN18320_c0_g1	AT5G53490.4
TRINITY_DN18323_c0_g1	AT1G32170.1
TRINITY_DN18329_c1_g1	AT5G19440.1
TRINITY_DN1833_c0_g1	AT1G26761.1
TRINITY_DN1834_c0_g1	AT1G28480.1
TRINITY_DN18346_c0_g2	AT2G28370.1
TRINITY_DN1835_c0_g1	AT1G21700.1
TRINITY_DN18352_c0_g1	AT4G18750.1
TRINITY_DN18357_c0_g1	AT3G54850.1
TRINITY_DN1836_c0_g1	AT4G16580.1
TRINITY_DN18361_c0_g1	AT4G11260.1
TRINITY_DN18363_c0_g1	AT3G21175.2
TRINITY_DN18366_c0_g1	AT5G53770.1
TRINITY_DN18368_c0_g1	AT3G12590.1
TRINITY_DN1837_c0_g1	AT5G08160.1
TRINITY_DN18371_c0_g1	AT4G35290.6
TRINITY_DN18371_c0_g3	AT4G35290.6
TRINITY_DN18374_c0_g1	AT2G42450.1
TRINITY_DN18381_c0_g1	AT2G31270.1
TRINITY_DN18386_c0_g1	AT2G01080.1
TRINITY_DN1839_c0_g1	AT3G60830.1
TRINITY_DN18392_c0_g1	AT4G33160.1
TRINITY_DN18394_c0_g1	AT2G47600.1
TRINITY_DN184_c0_g1	AT4G02510.4
TRINITY_DN1840_c0_g1	AT4G26410.1
TRINITY_DN18406_c0_g1	AT5G08550.1
TRINITY_DN1841_c0_g1	AT5G06280.3
TRINITY_DN18411_c1_g1	AT4G21390.1
TRINITY_DN18411_c4_g1	AT4G21390.1
TRINITY_DN18414_c0_g1	AT2G38480.1
TRINITY_DN18418_c0_g1	AT1G12280.1
TRINITY_DN18419_c0_g1	AT5G19160.1
TRINITY_DN1842_c0_g1	AT5G06060.1
TRINITY_DN1842_c0_g2	AT5G20920.2
TRINITY_DN1842_c0_g3	AT1G10320.1
TRINITY_DN1842_c1_g1	AT5G20920.3
TRINITY_DN18428_c0_g1	AT1G79060.1
TRINITY_DN18429_c0_g1	AT5G05860.1
TRINITY_DN18435_c0_g2	AT3G45650.1
TRINITY_DN1844_c0_g1	AT4G36960.2
TRINITY_DN1844_c1_g1	AT4G03000.3
TRINITY_DN18441_c0_g1	AT1G36160.2
TRINITY_DN18441_c1_g1	AT1G36160.2
TRINITY_DN18443_c0_g1	AT3G47570.1
TRINITY_DN18443_c0_g2	AT3G47570.1
TRINITY_DN18443_c1_g1	AT5G20480.2
TRINITY_DN18443_c2_g1	AT3G47580.1
TRINITY_DN18447_c1_g1	AT5G37000.1
TRINITY_DN18447_c1_g4	AT1G16630.1
TRINITY_DN1845_c0_g1	AT5G04360.2
TRINITY_DN18451_c0_g1	AT2G44880.1
TRINITY_DN1846_c0_g1	AT1G12580.1
TRINITY_DN18460_c0_g1	AT2G27610.1
TRINITY_DN18462_c0_g1	AT5G63710.4
TRINITY_DN18463_c0_g1	AT3G16660.2
TRINITY_DN1847_c0_g1	AT3G15190.1
TRINITY_DN1847_c0_g2	AT5G44860.2
TRINITY_DN18470_c0_g1	AT2G15730.1
TRINITY_DN1848_c0_g2	AT1G47750.1
TRINITY_DN18480_c0_g1	AT5G52800.3
TRINITY_DN18489_c0_g2	AT1G17020.1
TRINITY_DN1849_c0_g1	AT1G43700.1
TRINITY_DN18491_c0_g1	AT3G22990.1
TRINITY_DN18498_c0_g1	AT2G33860.2
TRINITY_DN18499_c0_g1	AT4G08850.1
TRINITY_DN185_c0_g1	AT5G14610.4
TRINITY_DN185_c0_g2	AT5G14610.6
TRINITY_DN185_c1_g3	AT5G14610.4
TRINITY_DN1850_c0_g1	AT3G04740.1
TRINITY_DN18500_c0_g1	AT1G29900.1
TRINITY_DN18501_c0_g1	AT2G27610.1
TRINITY_DN18503_c0_g1	AT5G07900.1
TRINITY_DN18504_c0_g3	AT5G13960.2
TRINITY_DN18507_c0_g2	AT1G09100.1
TRINITY_DN18509_c0_g1	AT5G07060.2
TRINITY_DN1851_c0_g1	AT4G32720.2
TRINITY_DN18510_c0_g1	AT3G07370.1
TRINITY_DN18515_c0_g1	AT1G24610.1
TRINITY_DN18516_c0_g1	AT4G24290.3
TRINITY_DN1852_c0_g1	AT5G05830.1
TRINITY_DN18522_c0_g1	AT1G11120.2
TRINITY_DN18529_c0_g1	AT1G10760.3
TRINITY_DN18539_c0_g1	AT3G14470.2
TRINITY_DN1854_c0_g1	AT2G37410.2
TRINITY_DN18540_c0_g1	AT1G66345.1
TRINITY_DN18543_c0_g1	ATMG00860.1
TRINITY_DN18544_c0_g2	AT4G08940.1
TRINITY_DN18545_c0_g1	AT5G35695.1
TRINITY_DN18545_c0_g3	AT5G41980.1
TRINITY_DN18546_c0_g1	AT3G15080.1
TRINITY_DN1855_c0_g1	AT5G16110.1
TRINITY_DN18550_c0_g1	AT3G13920.3
TRINITY_DN18550_c3_g2	AT5G54100.1
TRINITY_DN18552_c1_g1	AT1G53330.1
TRINITY_DN18552_c2_g1	AT4G36680.1
TRINITY_DN18556_c0_g1	AT5G49770.1
TRINITY_DN18556_c4_g1	AT1G79620.3
TRINITY_DN1856_c0_g1	AT3G51630.2
TRINITY_DN18563_c0_g2	AT3G56290.1
TRINITY_DN1857_c0_g2	AT1G14570.2
TRINITY_DN18570_c0_g1	AT2G21600.1
TRINITY_DN18576_c0_g2	AT3G09030.1
TRINITY_DN1858_c0_g1	AT5G11970.1
TRINITY_DN18582_c0_g1	AT1G27595.1
TRINITY_DN18585_c0_g1	AT1G20980.1
TRINITY_DN1859_c0_g1	AT5G58950.1
TRINITY_DN18591_c0_g1	AT5G01090.1
TRINITY_DN18592_c0_g1	AT4G24340.1
TRINITY_DN18594_c0_g1	AT1G08230.2
TRINITY_DN18595_c0_g1	AT4G13620.1
TRINITY_DN186_c0_g2	AT4G19390.1
TRINITY_DN1860_c0_g1	AT5G08290.1
TRINITY_DN18600_c0_g1	AT1G30480.1
TRINITY_DN18605_c0_g1	AT5G48790.3
TRINITY_DN18606_c0_g1	AT5G49690.1
TRINITY_DN18613_c0_g1	AT5G67190.1
TRINITY_DN18614_c0_g1	AT3G55550.1
TRINITY_DN18615_c1_g1	AT4G02560.2
TRINITY_DN18616_c0_g1	AT3G60070.5
TRINITY_DN1862_c0_g1	AT1G18260.1
TRINITY_DN18621_c1_g2	AT1G08070.2
TRINITY_DN18626_c0_g1	AT3G50950.2
TRINITY_DN18627_c0_g1	AT3G48330.2
TRINITY_DN1863_c1_g1	AT3G10700.3
TRINITY_DN18630_c0_g1	AT2G27830.1
TRINITY_DN18638_c0_g1	AT5G20910.1
TRINITY_DN18639_c0_g2	AT5G53190.1
TRINITY_DN1864_c0_g1	AT1G76350.4
TRINITY_DN18640_c0_g1	AT1G43760.1
TRINITY_DN18642_c0_g1	AT1G43760.1
TRINITY_DN18643_c0_g2	AT4G24000.1
TRINITY_DN1865_c0_g1	AT1G45688.1
TRINITY_DN18652_c0_g1	AT4G27290.1
TRINITY_DN18655_c0_g2	AT5G01015.1
TRINITY_DN18656_c0_g1	AT3G05850.1
TRINITY_DN18659_c0_g1	AT3G26740.1
TRINITY_DN1866_c0_g1	AT5G01410.2
TRINITY_DN18668_c0_g1	AT2G02480.2
TRINITY_DN18670_c0_g1	AT2G02410.5
TRINITY_DN18675_c0_g1	AT3G17800.1
TRINITY_DN18676_c0_g1	AT2G47000.7
TRINITY_DN1868_c0_g1	AT4G34100.2
TRINITY_DN1869_c0_g1	AT5G08370.1
TRINITY_DN187_c0_g1	AT2G38670.1
TRINITY_DN187_c1_g1	AT2G26280.3
TRINITY_DN187_c2_g1	AT2G32260.1
TRINITY_DN1870_c0_g1	AT1G14400.2
TRINITY_DN18701_c0_g2	AT1G01220.7
TRINITY_DN18707_c0_g1	AT3G15240.2
TRINITY_DN1871_c0_g1	AT3G56070.2
TRINITY_DN18712_c0_g1	AT5G02790.1
TRINITY_DN18714_c0_g1	AT3G29670.1
TRINITY_DN18719_c0_g1	AT5G11590.1
TRINITY_DN1872_c0_g1	AT2G16570.1
TRINITY_DN18724_c0_g1	AT2G44310.1
TRINITY_DN18727_c0_g1	AT5G63150.1
TRINITY_DN18728_c0_g1	AT3G48540.1
TRINITY_DN1873_c0_g1	AT3G23980.1
TRINITY_DN18730_c0_g1	AT3G09040.4
TRINITY_DN18731_c0_g1	AT3G57080.1
TRINITY_DN18732_c0_g1	AT5G43710.1
TRINITY_DN18737_c0_g1	AT5G06860.1
TRINITY_DN18738_c0_g2	AT2G02800.2
TRINITY_DN1874_c0_g1	AT1G35680.1
TRINITY_DN18742_c0_g1	AT5G42250.1
TRINITY_DN18747_c0_g1	AT5G03610.1
TRINITY_DN1875_c0_g1	AT1G77680.1
TRINITY_DN18753_c0_g1	ATMG00300.1
TRINITY_DN18754_c0_g1	AT4G14850.1
TRINITY_DN1876_c0_g1	AT3G50690.1
TRINITY_DN18762_c0_g1	AT5G63135.1
TRINITY_DN18765_c0_g1	AT1G65030.1
TRINITY_DN18769_c0_g1	AT3G14180.1
TRINITY_DN18770_c0_g4	AT1G67020.1
TRINITY_DN18771_c0_g1	AT5G19730.1
TRINITY_DN18776_c0_g1	AT3G27925.2
TRINITY_DN18778_c0_g2	AT4G34150.1
TRINITY_DN1878_c0_g1	AT2G19130.1
TRINITY_DN1878_c0_g3	AT1G67000.1
TRINITY_DN1879_c0_g1	AT4G15510.1
TRINITY_DN18791_c1_g1	AT4G29090.1
TRINITY_DN18792_c0_g1	AT1G50940.1
TRINITY_DN18793_c0_g1	AT3G49180.1
TRINITY_DN188_c0_g4	AT3G59520.1
TRINITY_DN1880_c0_g1	AT1G04120.1
TRINITY_DN18801_c0_g1	AT5G46100.1
TRINITY_DN18803_c0_g1	AT3G27740.1
TRINITY_DN18805_c0_g2	AT5G28530.3
TRINITY_DN1881_c0_g1	AT3G02050.1
TRINITY_DN1881_c0_g2	AT5G16990.1
TRINITY_DN18812_c0_g1	AT5G02140.1
TRINITY_DN18815_c0_g1	AT1G04640.2
TRINITY_DN1882_c0_g1	AT2G36360.2
TRINITY_DN18821_c0_g1	AT5G22040.3
TRINITY_DN18832_c0_g1	AT4G30930.1
TRINITY_DN18833_c0_g1	AT5G62720.1
TRINITY_DN18836_c0_g1	AT3G24255.3
TRINITY_DN1884_c0_g1	AT4G32330.4
TRINITY_DN1884_c0_g2	AT1G56350.1
TRINITY_DN18852_c0_g1	AT3G12770.1
TRINITY_DN18852_c1_g1	AT3G22690.3
TRINITY_DN18854_c0_g2	AT3G46940.1
TRINITY_DN18855_c0_g1	AT3G13960.1
TRINITY_DN1886_c0_g1	AT5G09420.1
TRINITY_DN18862_c0_g1	AT1G78960.5
TRINITY_DN18863_c0_g1	AT1G33265.1
TRINITY_DN18864_c0_g1	AT2G01170.1
TRINITY_DN18865_c0_g2	AT2G38000.1
TRINITY_DN18868_c0_g1	AT4G26140.8
TRINITY_DN1887_c0_g1	AT1G31330.1
TRINITY_DN18871_c0_g1	AT5G66910.1
TRINITY_DN18874_c0_g1	AT4G05120.2
TRINITY_DN18875_c0_g1	AT1G74190.1
TRINITY_DN1888_c0_g1	AT2G41720.3
TRINITY_DN18884_c0_g1	AT3G15090.1
TRINITY_DN18888_c0_g1	AT1G08730.2
TRINITY_DN18889_c0_g1	AT4G19180.3
TRINITY_DN1889_c0_g1	AT4G35830.2
TRINITY_DN1889_c0_g2	AT5G10700.2
TRINITY_DN18890_c1_g1	AT1G05940.2
TRINITY_DN18893_c0_g2	AT3G19690.1
TRINITY_DN189_c0_g1	AT4G28080.1
TRINITY_DN189_c1_g1	AT1G15290.1
TRINITY_DN1890_c0_g1	AT5G48390.1
TRINITY_DN1890_c0_g3	AT1G08530.1
TRINITY_DN18900_c0_g1	AT3G31430.1
TRINITY_DN18901_c0_g1	AT5G07900.1
TRINITY_DN1891_c0_g1	AT4G21215.2
TRINITY_DN18912_c0_g2	AT5G64460.5
TRINITY_DN18916_c0_g2	AT3G17700.2
TRINITY_DN18919_c0_g1	AT1G78140.1
TRINITY_DN1892_c0_g1	AT5G27650.1
TRINITY_DN18924_c0_g1	AT1G44920.1
TRINITY_DN18931_c0_g1	AT3G63380.1
TRINITY_DN18934_c0_g2	ATMG00860.1
TRINITY_DN1894_c0_g1	AT4G13240.1
TRINITY_DN18941_c0_g2	AT4G38495.1
TRINITY_DN18942_c0_g1	AT4G21180.1
TRINITY_DN1895_c0_g1	AT1G56423.1
TRINITY_DN18952_c0_g1	AT3G47590.1
TRINITY_DN18956_c0_g2	ATMG00810.1
TRINITY_DN18957_c0_g2	AT5G07900.1
TRINITY_DN18958_c0_g2	AT5G60040.1
TRINITY_DN1896_c0_g1	AT4G29070.2
TRINITY_DN18969_c0_g1	AT1G67810.1
TRINITY_DN1897_c0_g1	AT5G35160.1
TRINITY_DN18972_c0_g1	AT5G64350.1
TRINITY_DN18974_c0_g2	AT5G59320.1
TRINITY_DN18981_c0_g1	AT3G57260.2
TRINITY_DN18981_c1_g3	AT3G57260.1
TRINITY_DN18983_c0_g3	AT5G48620.6
TRINITY_DN18985_c0_g1	AT5G45140.2
TRINITY_DN1899_c0_g1	AT5G05830.1
TRINITY_DN18997_c0_g1	AT3G60320.1
TRINITY_DN18998_c0_g1	AT5G16850.2
TRINITY_DN190_c0_g1	AT5G36160.1
TRINITY_DN190_c1_g1	AT5G36160.1
TRINITY_DN1900_c0_g1	AT1G01630.1
TRINITY_DN19000_c0_g2	AT1G08960.1
TRINITY_DN19005_c0_g1	AT1G18180.1
TRINITY_DN1901_c0_g1	AT4G02340.1
TRINITY_DN19010_c1_g1	AT2G26890.1
TRINITY_DN19012_c0_g1	AT4G24790.4
TRINITY_DN19015_c0_g1	AT5G15080.1
TRINITY_DN1902_c0_g2	AT4G17190.1
TRINITY_DN1902_c1_g1	AT5G64816.4
TRINITY_DN1902_c2_g2	AT3G58460.1
TRINITY_DN1902_c3_g1	AT5G05340.1
TRINITY_DN1902_c4_g1	AT1G15215.2
TRINITY_DN19027_c0_g1	AT3G47570.1
TRINITY_DN19029_c0_g1	AT4G02460.2
TRINITY_DN19029_c1_g2	AT3G21630.1
TRINITY_DN1903_c0_g1	AT5G01960.1
TRINITY_DN19031_c0_g1	AT1G33390.2
TRINITY_DN1904_c1_g1	AT3G28730.1
TRINITY_DN19041_c0_g1	AT5G05340.1
TRINITY_DN19043_c0_g1	AT1G30610.1
TRINITY_DN1905_c0_g1	AT3G42170.2
TRINITY_DN19050_c0_g1	AT1G15360.2
TRINITY_DN19058_c0_g1	AT1G79440.1
TRINITY_DN1906_c0_g1	AT2G35490.1
TRINITY_DN19064_c0_g1	AT2G13770.1
TRINITY_DN19068_c2_g1	AT5G24630.8
TRINITY_DN1907_c0_g1	AT5G55480.1
TRINITY_DN1907_c1_g1	AT4G10300.1
TRINITY_DN1908_c0_g1	AT3G16990.1
TRINITY_DN1909_c0_g1	AT4G18040.1
TRINITY_DN19095_c0_g1	AT1G14910.1
TRINITY_DN19096_c0_g1	ATMG00860.1
TRINITY_DN191_c0_g1	AT3G24490.1
TRINITY_DN191_c2_g1	AT3G01280.1
TRINITY_DN1910_c0_g1	AT4G21860.4
TRINITY_DN1910_c1_g1	AT5G30495.2
TRINITY_DN19102_c0_g2	AT3G52430.1
TRINITY_DN19106_c0_g1	AT2G27610.1
TRINITY_DN1911_c0_g1	AT4G17960.1
TRINITY_DN1911_c1_g1	AT2G15580.1
TRINITY_DN19112_c0_g1	AT4G39280.1
TRINITY_DN19113_c3_g1	AT5G66520.1
TRINITY_DN19114_c0_g1	AT4G33590.1
TRINITY_DN19114_c0_g3	AT4G33590.1
TRINITY_DN1912_c0_g1	AT4G23180.1
TRINITY_DN1912_c0_g2	AT4G23280.2
TRINITY_DN19128_c0_g1	AT4G26300.4
TRINITY_DN19129_c0_g1	AT1G64960.1
TRINITY_DN1913_c0_g1	AT2G40490.1
TRINITY_DN19130_c0_g1	AT3G47570.1
TRINITY_DN19131_c0_g1	AT3G62800.3
TRINITY_DN19132_c0_g1	AT1G43760.1
TRINITY_DN1914_c0_g1	AT2G33570.1
TRINITY_DN19143_c0_g1	AT5G22060.1
TRINITY_DN19147_c0_g3	AT5G55370.1
TRINITY_DN19149_c0_g1	AT3G58180.1
TRINITY_DN1915_c0_g1	AT5G67230.1
TRINITY_DN19159_c0_g2	AT2G01350.1
TRINITY_DN1916_c0_g1	AT3G05850.1
TRINITY_DN19166_c0_g2	AT3G20600.1
TRINITY_DN1917_c0_g1	AT3G08020.1
TRINITY_DN1918_c0_g1	AT3G12640.3
TRINITY_DN19182_c0_g1	AT1G67930.1
TRINITY_DN19182_c0_g2	AT1G67930.1
TRINITY_DN19186_c1_g1	AT3G12770.1
TRINITY_DN1919_c0_g1	AT5G61380.1
TRINITY_DN19194_c0_g2	AT5G01740.1
TRINITY_DN19197_c2_g2	AT4G09810.1
TRINITY_DN192_c0_g1	AT4G33950.1
TRINITY_DN192_c0_g2	AT1G28490.1
TRINITY_DN1920_c0_g1	AT5G41770.1
TRINITY_DN1920_c0_g2	AT1G02380.1
TRINITY_DN19201_c0_g1	AT1G07020.1
TRINITY_DN19203_c0_g1	AT5G48020.1
TRINITY_DN19205_c0_g1	AT2G03780.1
TRINITY_DN1921_c0_g1	AT3G56160.3
TRINITY_DN19210_c0_g1	AT1G71695.1
TRINITY_DN1922_c0_g1	AT4G09020.1
TRINITY_DN19220_c0_g1	AT1G13080.1
TRINITY_DN19221_c0_g1	AT3G02060.3
TRINITY_DN19222_c0_g1	AT3G59490.3
TRINITY_DN1923_c0_g1	AT5G54840.1
TRINITY_DN19234_c0_g1	AT3G01050.5
TRINITY_DN1924_c0_g1	AT3G18860.1
TRINITY_DN1924_c1_g1	AT4G14110.1
TRINITY_DN19245_c0_g1	AT3G21690.1
TRINITY_DN19248_c1_g1	AT4G02050.2
TRINITY_DN1925_c0_g1	AT5G08540.1
TRINITY_DN19252_c0_g2	AT2G38280.2
TRINITY_DN19255_c0_g1	AT4G19940.1
TRINITY_DN19256_c0_g1	AT4G25300.1
TRINITY_DN1926_c0_g1	AT1G05200.6
TRINITY_DN1926_c0_g2	AT3G16175.1
TRINITY_DN19262_c0_g1	AT4G15570.3
TRINITY_DN1927_c0_g1	AT3G12800.1
TRINITY_DN1927_c0_g2	AT3G12800.1
TRINITY_DN19272_c0_g1	AT2G19330.1
TRINITY_DN19274_c0_g1	AT2G17520.1
TRINITY_DN1928_c0_g1	AT5G49060.2
TRINITY_DN19280_c0_g1	AT2G26975.1
TRINITY_DN19281_c2_g1	AT1G59870.1
TRINITY_DN19285_c0_g1	AT1G20980.1
TRINITY_DN19286_c0_g1	AT4G23180.1
TRINITY_DN1929_c0_g1	AT4G32640.2
TRINITY_DN1929_c1_g1	AT1G01320.3
TRINITY_DN1929_c5_g1	AT5G27030.1
TRINITY_DN19298_c0_g1	AT3G22170.2
TRINITY_DN193_c0_g1	AT3G05030.4
TRINITY_DN1930_c0_g1	AT5G13020.1
TRINITY_DN1930_c1_g1	AT5G13020.3
TRINITY_DN19309_c0_g2	AT1G67620.1
TRINITY_DN1931_c0_g1	AT5G33320.1
TRINITY_DN19310_c0_g1	AT5G23860.2
TRINITY_DN19318_c0_g1	AT4G29060.2
TRINITY_DN1932_c0_g1	AT2G38360.1
TRINITY_DN19322_c0_g1	AT4G27220.2
TRINITY_DN19324_c0_g1	AT5G65160.1
TRINITY_DN19328_c0_g1	AT2G27920.1
TRINITY_DN1933_c0_g1	AT4G37080.4
TRINITY_DN1933_c1_g1	AT4G37080.3
TRINITY_DN19341_c0_g1	AT4G33680.1
TRINITY_DN19349_c2_g1	AT4G03440.1
TRINITY_DN19350_c0_g1	AT4G27220.1
TRINITY_DN19352_c1_g1	AT2G41530.1
TRINITY_DN19356_c0_g3	AT3G16890.1
TRINITY_DN19356_c0_g4	AT3G16890.1
TRINITY_DN19359_c0_g1	AT4G05050.3
TRINITY_DN19359_c1_g1	AT1G65349.1
TRINITY_DN1936_c0_g1	AT5G63930.1
TRINITY_DN19361_c0_g2	AT5G04950.1
TRINITY_DN19363_c0_g1	AT4G00980.1
TRINITY_DN19364_c0_g1	AT1G16900.1
TRINITY_DN1937_c0_g1	AT3G10150.1
TRINITY_DN19375_c0_g1	AT1G53540.1
TRINITY_DN1938_c0_g2	AT4G33650.1
TRINITY_DN19382_c0_g1	AT3G29575.4
TRINITY_DN19383_c0_g1	AT1G43890.3
TRINITY_DN19384_c1_g1	AT2G39220.1
TRINITY_DN19390_c0_g1	AT1G63830.3
TRINITY_DN19394_c0_g1	AT5G47120.1
TRINITY_DN19396_c1_g2	AT1G78580.4
TRINITY_DN19398_c0_g1	AT1G12380.1
TRINITY_DN194_c0_g1	AT1G17210.1
TRINITY_DN19400_c0_g1	AT5G63090.4
TRINITY_DN19403_c0_g1	AT2G39780.1
TRINITY_DN19406_c0_g3	AT4G38540.1
TRINITY_DN1941_c0_g1	AT1G26830.1
TRINITY_DN19411_c0_g1	AT1G35710.1
TRINITY_DN19416_c0_g1	AT2G34500.1
TRINITY_DN19417_c0_g2	AT4G27230.2
TRINITY_DN1942_c0_g1	AT1G17270.2
TRINITY_DN19420_c0_g2	ATMG00710.1
TRINITY_DN19423_c0_g1	AT3G63030.1
TRINITY_DN19426_c0_g2	AT5G45660.1
TRINITY_DN19428_c0_g1	AT4G16570.1
TRINITY_DN1943_c0_g1	AT5G58640.1
TRINITY_DN19441_c0_g1	AT2G24710.2
TRINITY_DN19442_c0_g3	AT4G15880.1
TRINITY_DN19444_c0_g1	AT4G22130.2
TRINITY_DN19446_c0_g1	AT3G61860.1
TRINITY_DN19448_c0_g1	AT5G54380.1
TRINITY_DN1945_c0_g1	AT5G50010.1
TRINITY_DN19453_c0_g1	AT5G50860.1
TRINITY_DN1946_c0_g1	AT5G02500.2
TRINITY_DN1946_c1_g1	AT5G02500.2
TRINITY_DN1946_c2_g1	AT5G02500.2
TRINITY_DN19460_c0_g1	AT2G13600.1
TRINITY_DN19461_c0_g1	ATMG00710.1
TRINITY_DN19463_c0_g1	AT3G14470.2
TRINITY_DN19466_c0_g1	AT2G33030.1
TRINITY_DN19467_c0_g2	AT5G02490.1
TRINITY_DN1947_c1_g1	AT1G03280.3
TRINITY_DN19472_c0_g1	AT5G44640.1
TRINITY_DN19472_c0_g2	AT3G60130.2
TRINITY_DN19472_c1_g1	AT2G44480.4
TRINITY_DN19472_c1_g3	AT2G44480.1
TRINITY_DN19473_c0_g1	AT5G41970.1
TRINITY_DN19473_c0_g3	AT1G79580.5
TRINITY_DN19477_c0_g2	AT3G23430.1
TRINITY_DN19477_c0_g3	AT5G18890.1
TRINITY_DN1948_c0_g1	AT1G02640.1
TRINITY_DN19481_c0_g2	AT4G35820.1
TRINITY_DN19485_c0_g1	AT3G10730.1
TRINITY_DN19486_c0_g1	AT5G07900.1
TRINITY_DN19486_c0_g2	AT5G07900.1
TRINITY_DN1949_c0_g1	AT4G08920.1
TRINITY_DN19493_c0_g1	AT2G05990.2
TRINITY_DN19494_c2_g2	AT1G07930.2
TRINITY_DN19494_c3_g1	AT1G07930.2
